task_type,task_id,task,policy,repeat,seed,example_id,example_task,cosine,example_length,example_chars,same_object,same_operation,same_destination
state_change_task,test_task102,Turn on all lightswitches,random,2,15526923403366856555,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task102,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task102,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task103,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task103,Turn on all lightswitches,random,0,6939304062889139771,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task103,Turn on all lightswitches,random,1,8887324732087060204,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task103,Turn on all lightswitches,random,2,7423797989259317043,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task103,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task103,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task104,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task104,Turn on all lightswitches,random,0,4865902973176773854,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task104,Turn on all lightswitches,random,1,13100011532927730161,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task104,Turn on all lightswitches,random,2,7416153545645455185,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task104,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task104,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task105,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task105,Turn on all lightswitches,random,0,16897441432642711676,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task105,Turn on all lightswitches,random,1,16716683406688841392,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task105,Turn on all lightswitches,random,2,11963854439976806592,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task105,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task105,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task106,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task106,Turn on all lightswitches,random,0,7216308385938203826,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task106,Turn on all lightswitches,random,1,8222306657583556487,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task106,Turn on all lightswitches,random,2,5355132309535241573,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task106,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task106,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task107,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task107,Turn on all lightswitches,random,0,12474827104651097388,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task107,Turn on all lightswitches,random,1,11987493862048119697,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task107,Turn on all lightswitches,random,2,11576204920650449299,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task107,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task107,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task108,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task108,Turn on all lightswitches,random,0,2934650742813673836,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task108,Turn on all lightswitches,random,1,5924434154414545198,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task108,Turn on all lightswitches,random,2,11940704881049378442,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task108,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task108,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task109,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task109,Turn on all lightswitches,random,0,15669988563476470299,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task109,Turn on all lightswitches,random,1,5520895067585989204,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task109,Turn on all lightswitches,random,2,16661401440121762189,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task109,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task109,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task110,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task110,Turn on all lightswitches,random,0,13734616884055125542,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task110,Turn on all lightswitches,random,1,10977539956576157197,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task110,Turn on all lightswitches,random,2,15018929566849242678,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task110,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task110,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task111,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task111,Turn on all lightswitches,random,0,15741129762011226575,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task111,Turn on all lightswitches,random,1,1790516260925722629,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task111,Turn on all lightswitches,random,2,11279600337077657974,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task111,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task111,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task112,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task112,Turn on all lightswitches,random,0,17244416192007907650,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task112,Turn on all lightswitches,random,1,13890309422861988270,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task112,Turn on all lightswitches,random,2,15322178664233284424,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task112,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task112,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task113,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task113,Turn on all lightswitches,random,0,4648243971171502996,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task113,Turn on all lightswitches,random,1,13549613750434135498,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task113,Turn on all lightswitches,random,2,15361966822863820841,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task113,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task113,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task114,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task114,Turn on all lightswitches,random,0,9987323514600817154,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task114,Turn on all lightswitches,random,1,12541061996168167759,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task114,Turn on all lightswitches,random,2,10047136295999803314,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task114,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task114,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task115,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task115,Turn on all lightswitches,random,0,6891777747314618753,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task115,Turn on all lightswitches,random,1,7550968515933403455,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task115,Turn on all lightswitches,random,2,5552484610297835949,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task115,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task115,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task116,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task116,Turn on all lightswitches,random,0,16362629595526503087,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task116,Turn on all lightswitches,random,1,61218164813303154,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task116,Turn on all lightswitches,random,2,5567975731011854667,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task116,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task116,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task117,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task117,Turn on all lightswitches,random,0,5701616763189256595,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task117,Turn on all lightswitches,random,1,14012778354835494849,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task117,Turn on all lightswitches,random,2,1505426680750191098,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task117,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task117,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task118,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task118,Turn on all lightswitches,random,0,3433976185497423339,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task118,Turn on all lightswitches,random,1,3882107081847945873,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task118,Turn on all lightswitches,random,2,8730542511060071197,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task118,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task118,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task119,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task119,Turn on all lightswitches,random,0,13462026976148240994,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task119,Turn on all lightswitches,random,1,16685472513623294235,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task119,Turn on all lightswitches,random,2,8980741935044754520,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task119,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task119,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task120,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task120,Turn on all lightswitches,random,0,1545577321666669705,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task120,Turn on all lightswitches,random,1,2504618234813398577,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task120,Turn on all lightswitches,random,2,6383519683452856501,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task120,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task120,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task121,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task121,Turn off all lightswitches,random,0,11877336265970754622,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task121,Turn off all lightswitches,random,1,17496536967238414744,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task121,Turn off all lightswitches,random,2,9891832869646191437,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task121,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task121,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task122,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task122,Turn off all lightswitches,random,0,8860034986055472498,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task122,Turn off all lightswitches,random,1,3130799557639902062,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task122,Turn off all lightswitches,random,2,6706953280506446960,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task122,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task122,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task123,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task123,Turn off all lightswitches,random,0,289981330042345944,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task123,Turn off all lightswitches,random,1,9970273913263188147,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task123,Turn off all lightswitches,random,2,6786917098965453310,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task123,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task123,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task124,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task124,Turn off all lightswitches,random,0,8754619907623370262,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task124,Turn off all lightswitches,random,1,13108182441090873036,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task124,Turn off all lightswitches,random,2,5509364489731777435,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task124,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task124,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task125,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task125,Turn off all lightswitches,random,0,8367803295446163006,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task125,Turn off all lightswitches,random,1,10322144933379544694,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task125,Turn off all lightswitches,random,2,15455628477455166079,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task125,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task125,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task126,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task126,Turn off all lightswitches,random,0,16863016650625278451,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task126,Turn off all lightswitches,random,1,16909531638409719290,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task126,Turn off all lightswitches,random,2,6444940292326729717,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task126,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task126,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task127,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task127,Turn off all lightswitches,random,0,2181808712711649416,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task127,Turn off all lightswitches,random,1,4791326333689275601,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task127,Turn off all lightswitches,random,2,15430204132424465529,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task127,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task127,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task128,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task128,Turn off all lightswitches,random,0,9970579385522955610,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task128,Turn off all lightswitches,random,1,1281910523404735814,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task128,Turn off all lightswitches,random,2,15648487400773277425,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task128,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task128,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task129,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task129,Turn off all lightswitches,random,0,2650117685035642533,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task129,Turn off all lightswitches,random,1,14872583213819201797,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task129,Turn off all lightswitches,random,2,4565104613111585582,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task129,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task129,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task130,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task130,Turn off all lightswitches,random,0,4530283374174108873,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task130,Turn off all lightswitches,random,1,17565149395195404684,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task130,Turn off all lightswitches,random,2,13361231699119772910,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task130,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task130,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task131,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task131,Turn off all lightswitches,random,0,11861944006335778818,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task131,Turn off all lightswitches,random,1,440315173187482648,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task131,Turn off all lightswitches,random,2,16133504559827224831,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task131,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task131,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task132,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task132,Turn off all lightswitches,random,0,18096323849529483922,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task132,Turn off all lightswitches,random,1,323011566223810071,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task132,Turn off all lightswitches,random,2,6270646723538158687,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task132,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task132,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task133,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task133,Turn off all lightswitches,random,0,13120721761702524798,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task133,Turn off all lightswitches,random,1,11588542232240667695,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task133,Turn off all lightswitches,random,2,17561328726635863659,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task133,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task133,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task134,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task134,Turn off all lightswitches,random,0,12976630811462296760,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task134,Turn off all lightswitches,random,1,3853266177401899445,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task134,Turn off all lightswitches,random,2,16998065916534921060,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task134,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task134,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task135,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task135,Turn off all lightswitches,random,0,1372270696930729424,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task135,Turn off all lightswitches,random,1,13420422866754842946,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task135,Turn off all lightswitches,random,2,364806539709731332,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task135,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task135,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task136,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task136,Turn off all lightswitches,random,0,17983339910445311949,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task136,Turn off all lightswitches,random,1,15226956387491507010,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task136,Turn off all lightswitches,random,2,13481643940000119891,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task136,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task136,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task137,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task137,Turn off all lightswitches,random,0,10863154686892979952,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task137,Turn off all lightswitches,random,1,6588659233769224559,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task137,Turn off all lightswitches,random,2,9663054301128546338,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task137,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task137,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task138,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task138,Turn off all lightswitches,random,0,9620721550226128806,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task138,Turn off all lightswitches,random,1,12000548891816601540,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task138,Turn off all lightswitches,random,2,17985875473551487330,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task138,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task138,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task139,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task139,Turn off all lightswitches,random,0,18367290277104896734,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task139,Turn off all lightswitches,random,1,9095071247740788865,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task139,Turn off all lightswitches,random,2,14724493831237650291,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task139,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task139,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task140,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task140,Turn off all lightswitches,random,0,3310392664944223186,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task140,Turn off all lightswitches,random,1,6903905774013851988,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task140,Turn off all lightswitches,random,2,8213008993394731969,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task140,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task140,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task141,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task141,Turn off all lightswitches,random,0,16366657792434196561,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task141,Turn off all lightswitches,random,1,13804692734584974009,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
