task_type,prompt,model,task_id,task_name,without_outcome,with_outcome,success_delta,without_length,with_length
state_change_task,single-prompt,gpt-4o,test_task95,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task96,Turn on all lightswitches,Success,Success,0,6,6
state_change_task,single-prompt,gpt-4o,test_task97,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task98,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task99,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task100,Turn on all lightswitches,Success,Success,0,5,6
state_change_task,single-prompt,gpt-4o,test_task101,Turn on all lightswitches,Success,Success,0,4,4
state_change_task,single-prompt,gpt-4o,test_task102,Turn on all lightswitches,Success,Success,0,6,6
state_change_task,single-prompt,gpt-4o,test_task103,Turn on all lightswitches,Success,Success,0,6,6
state_change_task,single-prompt,gpt-4o,test_task104,Turn on all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task105,Turn on all lightswitches,Success,Success,0,3,2
state_change_task,single-prompt,gpt-4o,test_task106,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task107,Turn on all lightswitches,Success,Success,0,3,4
state_change_task,single-prompt,gpt-4o,test_task108,Turn on all lightswitches,Success,Success,0,7,5
state_change_task,single-prompt,gpt-4o,test_task109,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task110,Turn on all lightswitches,Success,Success,0,5,6
state_change_task,single-prompt,gpt-4o,test_task111,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task112,Turn on all lightswitches,Success,Success,0,9,8
state_change_task,single-prompt,gpt-4o,test_task113,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task114,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task115,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task116,Turn on all lightswitches,Success,Reaching Maximum Attempts,-1,7,16
state_change_task,single-prompt,gpt-4o,test_task117,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task118,Turn on all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task119,Turn on all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task120,Turn on all lightswitches,Success,Success,0,9,9
state_change_task,single-prompt,gpt-4o,test_task121,Turn off all lightswitches,Success,Success,0,9,12
state_change_task,single-prompt,gpt-4o,test_task122,Turn off all lightswitches,Success,Success,0,10,10
state_change_task,single-prompt,gpt-4o,test_task123,Turn off all lightswitches,Success,Success,0,9,11
state_change_task,single-prompt,gpt-4o,test_task124,Turn off all lightswitches,Success,Success,0,11,7
state_change_task,single-prompt,gpt-4o,test_task125,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,16,10
state_change_task,single-prompt,gpt-4o,test_task126,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,8,12
state_change_task,single-prompt,gpt-4o,test_task127,Turn off all lightswitches,Success,Success,0,9,8
state_change_task,single-prompt,gpt-4o,test_task128,Turn off all lightswitches,Success,Success,0,7,4
state_change_task,single-prompt,gpt-4o,test_task129,Turn off all lightswitches,Success,Success,0,12,11
state_change_task,single-prompt,gpt-4o,test_task130,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,5,12
state_change_task,single-prompt,gpt-4o,test_task131,Turn off all lightswitches,Success,Success,0,9,8
state_change_task,single-prompt,gpt-4o,test_task132,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,single-prompt,gpt-4o,test_task133,Turn off all lightswitches,Success,Success,0,11,8
state_change_task,single-prompt,gpt-4o,test_task134,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,5
state_change_task,single-prompt,gpt-4o,test_task135,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,6
state_change_task,single-prompt,gpt-4o,test_task136,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,4,3
state_change_task,single-prompt,gpt-4o,test_task137,Turn off all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task138,Turn off all lightswitches,Success,Success,0,6,6
state_change_task,single-prompt,gpt-4o,test_task139,Turn off all lightswitches,Success,Success,0,9,8
state_change_task,single-prompt,gpt-4o,test_task140,Turn off all lightswitches,Success,Success,0,6,6
state_change_task,single-prompt,gpt-4o,test_task141,Turn off all lightswitches,Success,Success,0,10,8
state_change_task,single-prompt,gpt-4o,test_task142,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,5
state_change_task,single-prompt,gpt-4o,test_task143,Turn off all lightswitches,Success,Success,0,6,7
state_change_task,single-prompt,gpt-4o,test_task144,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,single-prompt,gpt-4o,test_task145,Turn off all lightswitches,Success,Success,0,11,6
state_change_task,single-prompt,gpt-4o,test_task146,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,single-prompt,gpt-4o,test_task147,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,single-prompt,gpt-4o,test_task148,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,single-prompt,gpt-4o,test_task149,Turn off all lightswitches,Execution Failure,Reaching Maximum Attempts,0,1,8
state_change_task,single-prompt,gpt-4o,test_task150,Turn off all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task151,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,single-prompt,gpt-4o,test_task152,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,0,0
state_change_task,single-prompt,gpt-4o,test_task153,Turn off all tablelamps,Erroneous Terminate,Erroneous Terminate,0,2,2
state_change_task,single-prompt,gpt-4o,test_task154,Turn off all tablelamps,Success,Success,0,4,5
state_change_task,single-prompt,gpt-4o,test_task155,Turn off all tablelamps,Erroneous Terminate,Erroneous Terminate,0,1,1
state_change_task,single-prompt,gpt-4o,test_task156,Turn off all tablelamps,Erroneous Terminate,Erroneous Terminate,0,0,0
state_change_task,single-prompt,gpt-4o,test_task157,Turn off all tablelamps,Erroneous Terminate,Success,1,2,4
state_change_task,single-prompt,gpt-4o,test_task158,Turn off all tablelamps,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task159,Turn off all tablelamps,Erroneous Terminate,Success,1,1,2
state_change_task,single-prompt,gpt-4o,test_task160,Turn off all tablelamps,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task161,Turn on all lightswitches,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task162,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task163,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task164,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task165,Turn on all lightswitches,Success,Success,0,3,2
state_change_task,single-prompt,gpt-4o,test_task166,Turn on all lightswitches,Success,Success,0,3,5
state_change_task,single-prompt,gpt-4o,test_task167,Turn on all lightswitches,Success,Success,0,4,5
state_change_task,single-prompt,gpt-4o,test_task168,Turn on all lightswitches,Execution Failure,Reaching Maximum Attempts,0,2,12
state_change_task,single-prompt,gpt-4o,test_task169,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task170,Turn on all lightswitches,Success,Success,0,5,4
state_change_task,single-prompt,gpt-4o,test_task171,Turn on all lightswitches,Execution Failure,Success,1,1,3
state_change_task,single-prompt,gpt-4o,test_task172,Turn on all lightswitches,Success,Success,0,5,7
state_change_task,single-prompt,gpt-4o,test_task173,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task174,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task175,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task176,Turn on all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task177,Turn off all lightswitches,Success,Success,0,7,8
state_change_task,single-prompt,gpt-4o,test_task178,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,10,12
state_change_task,single-prompt,gpt-4o,test_task179,Turn off all lightswitches,Success,Success,0,5,6
state_change_task,single-prompt,gpt-4o,test_task180,Turn off all lightswitches,Success,Success,0,3,4
state_change_task,single-prompt,gpt-4o,test_task181,Turn off all lightswitches,Success,Success,0,8,7
state_change_task,single-prompt,gpt-4o,test_task182,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,7,8
state_change_task,single-prompt,gpt-4o,test_task183,Turn off all lightswitches,Success,Success,0,5,3
state_change_task,single-prompt,gpt-4o,test_task184,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,2,4
state_change_task,single-prompt,gpt-4o,test_task185,Turn off all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task186,Turn off all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task187,Turn off all lightswitches,Success,Success,0,6,5
state_change_task,single-prompt,gpt-4o,test_task188,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,2,4
state_change_task,single-prompt,gpt-4o,test_task189,Turn off all lightswitches,Execution Failure,Execution Failure,0,1,1
state_change_task,single-prompt,gpt-4o,test_task190,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,3,4
state_change_task,single-prompt,gpt-4o,test_task191,Turn off all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task192,Turn off all lightswitches,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task193,Turn on all lightswitches,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task194,Turn on all lightswitches,Success,Success,0,1,1
state_change_task,single-prompt,gpt-4o,test_task195,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task196,Turn on all lightswitches,Reaching Maximum Attempts,Success,1,8,4
state_change_task,single-prompt,gpt-4o,test_task197,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task198,Turn on all lightswitches,Success,Success,0,4,5
state_change_task,single-prompt,gpt-4o,test_task199,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task200,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task201,Turn on all lightswitches,Success,Success,0,1,2
state_change_task,single-prompt,gpt-4o,test_task202,Turn on all lightswitches,Erroneous Terminate,Success,1,1,3
state_change_task,single-prompt,gpt-4o,test_task203,Turn on all lightswitches,Success,Success,0,3,4
state_change_task,single-prompt,gpt-4o,test_task204,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task205,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task206,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task207,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task208,Turn on all lightswitches,Execution Failure,Execution Failure,0,1,1
state_change_task,single-prompt,gpt-4o,test_task209,Turn on all tvs,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task210,Turn on all tvs,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task211,Turn on all tvs,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task212,Turn on all tvs,Success,Success,0,4,4
state_change_task,single-prompt,gpt-4o,test_task213,Turn off all tablelamps,Success,Success,0,4,4
state_change_task,single-prompt,gpt-4o,test_task214,Turn off all tablelamps,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task215,Turn off all tablelamps,Reaching Maximum Attempts,Success,1,4,3
state_change_task,single-prompt,gpt-4o,test_task216,Turn off all tablelamps,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task217,Turn off all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task218,Turn off all lightswitches,Success,Success,0,6,6
state_change_task,single-prompt,gpt-4o,test_task219,Turn off all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task220,Turn off all lightswitches,Success,Success,0,6,4
state_change_task,single-prompt,gpt-4o,test_task221,Turn off all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task222,Turn off all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task223,Turn off all lightswitches,Success,Success,0,4,4
state_change_task,single-prompt,gpt-4o,test_task224,Turn off all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task225,Turn off all lightswitches,Success,Success,0,6,5
state_change_task,single-prompt,gpt-4o,test_task226,Turn off all lightswitches,Success,Success,0,4,4
state_change_task,single-prompt,gpt-4o,test_task227,Turn off all lightswitches,Success,Success,0,6,5
state_change_task,single-prompt,gpt-4o,test_task228,Turn off all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task229,Turn off all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task230,Turn off all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task231,Turn off all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task232,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,0,0
state_change_task,single-prompt,gpt-4o,test_task233,Turn off all tvs,Success,Execution Failure,-1,4,0
state_change_task,single-prompt,gpt-4o,test_task234,Turn off all tvs,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task235,Turn off all tvs,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task236,Turn off all tvs,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task237,Turn on all lightswitches,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task238,Turn on all lightswitches,Success,Success,0,1,1
state_change_task,single-prompt,gpt-4o,test_task239,Turn on all lightswitches,Success,Success,0,1,2
state_change_task,single-prompt,gpt-4o,test_task240,Turn on all lightswitches,Success,Success,0,5,4
state_change_task,single-prompt,gpt-4o,test_task241,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task242,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task243,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task244,Turn on all lightswitches,Success,Success,0,6,6
state_change_task,single-prompt,gpt-4o,test_task245,Turn on all lightswitches,Success,Success,0,1,1
state_change_task,single-prompt,gpt-4o,test_task246,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task247,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task248,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task249,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task250,Turn on all lightswitches,Success,Success,0,7,6
state_change_task,single-prompt,gpt-4o,test_task251,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task252,Turn on all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task253,Turn on all tvs,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task254,Turn on all tvs,Success,Success,0,1,1
state_change_task,single-prompt,gpt-4o,test_task255,Turn on all tvs,Success,Success,0,3,2
state_change_task,single-prompt,gpt-4o,test_task256,Turn on all tvs,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task257,Turn off all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task258,Turn off all lightswitches,Success,Success,0,6,6
state_change_task,single-prompt,gpt-4o,test_task259,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,12,6
state_change_task,single-prompt,gpt-4o,test_task260,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,5
state_change_task,single-prompt,gpt-4o,test_task261,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,12,5
state_change_task,single-prompt,gpt-4o,test_task262,Turn off all lightswitches,Success,Success,0,7,6
state_change_task,single-prompt,gpt-4o,test_task263,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,6,8
state_change_task,single-prompt,gpt-4o,test_task264,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,single-prompt,gpt-4o,test_task265,Turn off all lightswitches,Success,Success,0,8,5
state_change_task,single-prompt,gpt-4o,test_task266,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,6
state_change_task,single-prompt,gpt-4o,test_task267,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,single-prompt,gpt-4o,test_task268,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,single-prompt,gpt-4o,test_task269,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,single-prompt,gpt-4o,test_task270,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,single-prompt,gpt-4o,test_task271,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,single-prompt,gpt-4o,test_task272,Turn off all lightswitches,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task273,Turn off all tvs,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task274,Turn off all tvs,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task275,Turn off all tvs,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task276,Turn off all tvs,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task277,Turn on all lightswitches,Success,Success,0,0,0
state_change_task,single-prompt,gpt-4o,test_task278,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task279,Turn on all lightswitches,Success,Success,0,1,2
state_change_task,single-prompt,gpt-4o,test_task280,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task281,Turn on all lightswitches,Success,Success,0,2,1
state_change_task,single-prompt,gpt-4o,test_task282,Turn on all lightswitches,Success,Success,0,7,5
state_change_task,single-prompt,gpt-4o,test_task283,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task284,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task285,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task286,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task287,Turn on all lightswitches,Success,Success,0,4,4
state_change_task,single-prompt,gpt-4o,test_task288,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task289,Turn on all lightswitches,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task290,Turn on all lightswitches,Success,Success,0,7,6
state_change_task,single-prompt,gpt-4o,test_task291,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,single-prompt,gpt-4o,test_task292,Turn on all lightswitches,Success,Success,0,7,7
state_change_task,single-prompt,gpt-4o,test_task293,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,11,16
state_change_task,single-prompt,gpt-4o,test_task294,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,12,11
state_change_task,single-prompt,gpt-4o,test_task295,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,12,7
state_change_task,single-prompt,gpt-4o,test_task296,Turn off all lightswitches,Success,Success,0,4,6
state_change_task,single-prompt,gpt-4o,test_task297,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,12,8
state_change_task,single-prompt,gpt-4o,test_task298,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,5
state_change_task,single-prompt,gpt-4o,test_task299,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,7
state_change_task,single-prompt,gpt-4o,test_task300,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,single-prompt,gpt-4o,test_task301,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,12,12
state_change_task,single-prompt,gpt-4o,test_task302,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,single-prompt,gpt-4o,test_task303,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,3
state_change_task,single-prompt,gpt-4o,test_task304,Turn off all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task305,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,7
state_change_task,single-prompt,gpt-4o,test_task306,Turn off all lightswitches,Success,Success,0,2,2
state_change_task,single-prompt,gpt-4o,test_task307,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,single-prompt,gpt-4o,test_task308,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,0,0
state_change_task,single-prompt,gpt-4o,test_task309,Turn off all computers,Success,Success,0,5,4
state_change_task,single-prompt,gpt-4o,test_task310,Turn off all computers,Reaching Maximum Attempts,Success,1,4,2
state_change_task,single-prompt,gpt-4o,test_task311,Turn off all computers,Success,Success,0,3,3
state_change_task,single-prompt,gpt-4o,test_task312,Turn off all computers,Reaching Maximum Attempts,Success,1,0,0
state_change_task,multi-prompts,gpt-4o-mini,test_task1,Turn on all lightswitches,Success,Success,0,0,0
state_change_task,multi-prompts,gpt-4o-mini,test_task2,Turn on all lightswitches,Erroneous Terminate,Erroneous Terminate,0,0,0
state_change_task,multi-prompts,gpt-4o-mini,test_task3,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,multi-prompts,gpt-4o-mini,test_task4,Turn on all lightswitches,Success,Success,0,6,5
state_change_task,multi-prompts,gpt-4o-mini,test_task5,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,multi-prompts,gpt-4o-mini,test_task6,Turn on all lightswitches,Success,Success,0,6,5
state_change_task,multi-prompts,gpt-4o-mini,test_task7,Turn on all lightswitches,Success,Success,0,4,4
state_change_task,multi-prompts,gpt-4o-mini,test_task8,Turn on all lightswitches,Success,Success,0,5,6
state_change_task,multi-prompts,gpt-4o-mini,test_task9,Turn on all lightswitches,Success,Success,0,2,3
state_change_task,multi-prompts,gpt-4o-mini,test_task10,Turn on all lightswitches,Success,Success,0,4,4
state_change_task,multi-prompts,gpt-4o-mini,test_task11,Turn on all lightswitches,Success,Success,0,6,5
state_change_task,multi-prompts,gpt-4o-mini,test_task12,Turn on all lightswitches,Success,Success,0,7,5
state_change_task,multi-prompts,gpt-4o-mini,test_task13,Turn on all lightswitches,Success,Success,0,6,5
state_change_task,multi-prompts,gpt-4o-mini,test_task14,Turn on all lightswitches,Success,Success,0,7,6
state_change_task,multi-prompts,gpt-4o-mini,test_task15,Turn on all lightswitches,Success,Success,0,5,5
state_change_task,multi-prompts,gpt-4o-mini,test_task16,Turn on all lightswitches,Success,Success,0,7,7
state_change_task,multi-prompts,gpt-4o-mini,test_task17,Turn on all tvs,Success,Success,0,0,0
state_change_task,multi-prompts,gpt-4o-mini,test_task18,Turn on all tvs,Success,Success,0,2,2
state_change_task,multi-prompts,gpt-4o-mini,test_task19,Turn on all tvs,Success,Execution Failure,-1,1,1
state_change_task,multi-prompts,gpt-4o-mini,test_task20,Turn on all tvs,Success,Erroneous Terminate,-1,3,2
state_change_task,multi-prompts,gpt-4o-mini,test_task21,Turn off all lightswitches,Success,Success,0,7,7
state_change_task,multi-prompts,gpt-4o-mini,test_task22,Turn off all lightswitches,Success,Reaching Maximum Attempts,-1,6,12
state_change_task,multi-prompts,gpt-4o-mini,test_task23,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,12,12
state_change_task,multi-prompts,gpt-4o-mini,test_task24,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,multi-prompts,gpt-4o-mini,test_task25,Turn off all lightswitches,Success,Success,0,11,7
state_change_task,multi-prompts,gpt-4o-mini,test_task26,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,multi-prompts,gpt-4o-mini,test_task27,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,multi-prompts,gpt-4o-mini,test_task28,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,4,3
state_change_task,multi-prompts,gpt-4o-mini,test_task29,Turn off all lightswitches,Success,Success,0,6,6
state_change_task,multi-prompts,gpt-4o-mini,test_task30,Turn off all lightswitches,Success,Execution Failure,-1,4,2
state_change_task,multi-prompts,gpt-4o-mini,test_task31,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,8,8
state_change_task,multi-prompts,gpt-4o-mini,test_task32,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,4,2
state_change_task,multi-prompts,gpt-4o-mini,test_task33,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,8,6
state_change_task,multi-prompts,gpt-4o-mini,test_task34,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,4,2
state_change_task,multi-prompts,gpt-4o-mini,test_task35,Turn off all lightswitches,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,multi-prompts,gpt-4o-mini,test_task36,Turn off all lightswitches,Reaching Maximum Attempts,Success,1,0,0
state_change_task,multi-prompts,gpt-4o-mini,test_task37,Turn off all tablelamps,Success,Erroneous Terminate,-1,4,3
state_change_task,multi-prompts,gpt-4o-mini,test_task38,Turn off all tablelamps,Erroneous Terminate,Erroneous Terminate,0,1,1
state_change_task,multi-prompts,gpt-4o-mini,test_task39,Turn off all tablelamps,Success,Success,0,2,2
state_change_task,multi-prompts,gpt-4o-mini,test_task40,Turn off all tablelamps,Success,Success,0,0,0
state_change_task,multi-prompts,gpt-4o-mini,test_task41,Turn off all computers,Success,Success,0,3,3
state_change_task,multi-prompts,gpt-4o-mini,test_task42,Turn off all computers,Erroneous Terminate,Erroneous Terminate,0,1,1
state_change_task,multi-prompts,gpt-4o-mini,test_task43,Turn off all computers,Reaching Maximum Attempts,Reaching Maximum Attempts,0,4,4
state_change_task,multi-prompts,gpt-4o-mini,test_task44,Turn off all computers,Success,Success,0,0,0
state_change_task,multi-prompts,gpt-4o-mini,test_task45,Turn off all tvs,Success,Success,0,3,4
state_change_task,multi-prompts,gpt-4o-mini,test_task46,Turn off all tvs,Success,Success,0,2,2
state_change_task,multi-prompts,gpt-4o-mini,test_task47,Turn off all tvs,Success,Success,0,2,2
state_change_task,multi-prompts,gpt-4o-mini,test_task48,Turn off all tvs,Success,Success,0,0,0
state_change_task,multi-prompts,gpt-4o-mini,test_task49,Turn on all lightswitches,Success,Success,0,0,0
state_change_task,multi-prompts,gpt-4o-mini,test_task50,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,multi-prompts,gpt-4o-mini,test_task51,Turn on all lightswitches,Success,Success,0,2,2
state_change_task,multi-prompts,gpt-4o-mini,test_task52,Turn on all lightswitches,Erroneous Terminate,Success,1,2,3
state_change_task,multi-prompts,gpt-4o-mini,test_task53,Turn on all lightswitches,Success,Success,0,2,2
