task_type,test_task_name,selected_example_name,selected_example_id,cosine,runner_up_name,runner_up_cosine,top2_margin,exact_tie_n,near_tie_1e6_n,example_length,example_scene,example_initial_room,example_initial_states,example_actions,same_object,same_operation,same_destination,historical_selection_verified,task_id,test_scene,test_initial_room,test_initial_states,test_reference_length,test_reference_actions
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task90,3,bedroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",2,"[""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task91,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",2,"[""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task92,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",4,"[""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task93,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",2,"[""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task94,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",4,"[""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task95,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",4,"[""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task96,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task97,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",2,"[""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task98,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",4,"[""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task99,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",4,"[""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task100,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task101,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",4,"[""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task102,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task103,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",6,"[""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task104,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",8,"[""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task105,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",2,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task106,3,kitchen,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",4,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task107,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",4,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task108,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task109,3,kitchen,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",4,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task110,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task111,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task112,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task113,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",4,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task114,3,kitchen,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task115,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task116,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]"
