task_type,split,template,object,operation,destination,scene,initial_room,initial_states_json,n,task_ids,reference_n,reference_mean,reference_median,reference_q1,reference_q3,reference_min,reference_max,reference_sd_sample,reference_iqr
state_change_task,test,Turn {state} all {object},lightswitches,off,,4,kitchen,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task178""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,4,livingroom,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task192""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,4,livingroom,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task190""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,4,livingroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task184""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,4,livingroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task182""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,4,livingroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task179""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,4,livingroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task177""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,bathroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task229""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,bathroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task226""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,bathroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task221""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,bathroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task220""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,bedroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task228""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,bedroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task217""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,kitchen,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task231""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,kitchen,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task230""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,kitchen,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task223""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,kitchen,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task219""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,kitchen,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task218""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,livingroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task232""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,livingroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task227""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,livingroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task225""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task224""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task222""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,bathroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task269""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,bathroom,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task258""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,bathroom,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task257""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,bedroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task270""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,bedroom,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task263""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,bedroom,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task260""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,kitchen,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task268""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,kitchen,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task267""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,kitchen,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task264""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,kitchen,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task262""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,kitchen,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task261""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,kitchen,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task259""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,livingroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task272""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,livingroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task271""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,livingroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task266""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,6,livingroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task265""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,bathroom,"[{""id"": 54, ""states"": [""OFF""]}, {""id"": 85, ""states"": [""OFF""]}, {""id"": 277, ""states"": [""ON""]}, {""id"": 332, ""states"": [""ON""]}]",1,"[""test_task305""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,bathroom,"[{""id"": 54, ""states"": [""OFF""]}, {""id"": 85, ""states"": [""ON""]}, {""id"": 277, ""states"": [""OFF""]}, {""id"": 332, ""states"": [""OFF""]}]",1,"[""test_task304""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,bathroom,"[{""id"": 54, ""states"": [""OFF""]}, {""id"": 85, ""states"": [""ON""]}, {""id"": 277, ""states"": [""ON""]}, {""id"": 332, ""states"": [""OFF""]}]",1,"[""test_task302""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,bedroom,"[{""id"": 54, ""states"": [""OFF""]}, {""id"": 85, ""states"": [""OFF""]}, {""id"": 277, ""states"": [""OFF""]}, {""id"": 332, ""states"": [""OFF""]}]",1,"[""test_task308""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,bedroom,"[{""id"": 54, ""states"": [""OFF""]}, {""id"": 85, ""states"": [""ON""]}, {""id"": 277, ""states"": [""OFF""]}, {""id"": 332, ""states"": [""ON""]}]",1,"[""test_task303""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,bedroom,"[{""id"": 54, ""states"": [""OFF""]}, {""id"": 85, ""states"": [""ON""]}, {""id"": 277, ""states"": [""ON""]}, {""id"": 332, ""states"": [""ON""]}]",1,"[""test_task301""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,bedroom,"[{""id"": 54, ""states"": [""ON""]}, {""id"": 85, ""states"": [""OFF""]}, {""id"": 277, ""states"": [""ON""]}, {""id"": 332, ""states"": [""OFF""]}]",1,"[""test_task298""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,bedroom,"[{""id"": 54, ""states"": [""ON""]}, {""id"": 85, ""states"": [""ON""]}, {""id"": 277, ""states"": [""ON""]}, {""id"": 332, ""states"": [""OFF""]}]",1,"[""test_task294""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,kitchen,"[{""id"": 54, ""states"": [""ON""]}, {""id"": 85, ""states"": [""ON""]}, {""id"": 277, ""states"": [""OFF""]}, {""id"": 332, ""states"": [""OFF""]}]",1,"[""test_task296""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,kitchen,"[{""id"": 54, ""states"": [""ON""]}, {""id"": 85, ""states"": [""ON""]}, {""id"": 277, ""states"": [""OFF""]}, {""id"": 332, ""states"": [""ON""]}]",1,"[""test_task295""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,livingroom,"[{""id"": 54, ""states"": [""OFF""]}, {""id"": 85, ""states"": [""OFF""]}, {""id"": 277, ""states"": [""OFF""]}, {""id"": 332, ""states"": [""ON""]}]",1,"[""test_task307""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,livingroom,"[{""id"": 54, ""states"": [""OFF""]}, {""id"": 85, ""states"": [""OFF""]}, {""id"": 277, ""states"": [""ON""]}, {""id"": 332, ""states"": [""OFF""]}]",1,"[""test_task306""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,livingroom,"[{""id"": 54, ""states"": [""ON""]}, {""id"": 85, ""states"": [""OFF""]}, {""id"": 277, ""states"": [""OFF""]}, {""id"": 332, ""states"": [""OFF""]}]",1,"[""test_task300""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,livingroom,"[{""id"": 54, ""states"": [""ON""]}, {""id"": 85, ""states"": [""OFF""]}, {""id"": 277, ""states"": [""OFF""]}, {""id"": 332, ""states"": [""ON""]}]",1,"[""test_task299""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,livingroom,"[{""id"": 54, ""states"": [""ON""]}, {""id"": 85, ""states"": [""OFF""]}, {""id"": 277, ""states"": [""ON""]}, {""id"": 332, ""states"": [""ON""]}]",1,"[""test_task297""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,off,,7,livingroom,"[{""id"": 54, ""states"": [""ON""]}, {""id"": 85, ""states"": [""ON""]}, {""id"": 277, ""states"": [""ON""]}, {""id"": 332, ""states"": [""ON""]}]",1,"[""test_task293""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bathroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""ON""]}]",1,"[""test_task15""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bathroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""OFF""]}]",1,"[""test_task14""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bathroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""ON""]}]",1,"[""test_task13""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bathroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",1,"[""test_task12""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bathroom,"[{""id"": 71, ""states"": [""ON""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""ON""]}]",1,"[""test_task5""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bathroom,"[{""id"": 71, ""states"": [""ON""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""OFF""]}]",1,"[""test_task2""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bedroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",1,"[""test_task16""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bedroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""ON""]}]",1,"[""test_task11""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bedroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""OFF""]}]",1,"[""test_task10""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,bedroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""ON""]}]",1,"[""test_task9""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,kitchen,"[{""id"": 71, ""states"": [""ON""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",1,"[""test_task8""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,kitchen,"[{""id"": 71, ""states"": [""ON""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""ON""]}]",1,"[""test_task7""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,kitchen,"[{""id"": 71, ""states"": [""ON""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""OFF""]}]",1,"[""test_task6""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,kitchen,"[{""id"": 71, ""states"": [""ON""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",1,"[""test_task4""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,kitchen,"[{""id"": 71, ""states"": [""ON""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""ON""]}]",1,"[""test_task3""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,1,livingroom,"[{""id"": 71, ""states"": [""ON""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""ON""]}]",1,"[""test_task1""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,bathroom,"[{""id"": 48, ""states"": [""OFF""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""OFF""]}, {""id"": 302, ""states"": [""OFF""]}]",1,"[""test_task60""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,bathroom,"[{""id"": 48, ""states"": [""OFF""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""OFF""]}, {""id"": 302, ""states"": [""ON""]}]",1,"[""test_task59""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,bathroom,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""OFF""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""OFF""]}]",1,"[""test_task54""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,bathroom,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""OFF""]}, {""id"": 302, ""states"": [""ON""]}]",1,"[""test_task51""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,bedroom,"[{""id"": 48, ""states"": [""OFF""]}, {""id"": 97, ""states"": [""OFF""]}, {""id"": 157, ""states"": [""OFF""]}, {""id"": 302, ""states"": [""OFF""]}]",1,"[""test_task64""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,bedroom,"[{""id"": 48, ""states"": [""OFF""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""OFF""]}]",1,"[""test_task58""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,bedroom,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""OFF""]}, {""id"": 157, ""states"": [""OFF""]}, {""id"": 302, ""states"": [""OFF""]}]",1,"[""test_task56""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,bedroom,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""OFF""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""ON""]}]",1,"[""test_task53""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,bedroom,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""ON""]}]",1,"[""test_task49""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,kitchen,"[{""id"": 48, ""states"": [""OFF""]}, {""id"": 97, ""states"": [""OFF""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""OFF""]}]",1,"[""test_task62""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,kitchen,"[{""id"": 48, ""states"": [""OFF""]}, {""id"": 97, ""states"": [""OFF""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""ON""]}]",1,"[""test_task61""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,kitchen,"[{""id"": 48, ""states"": [""OFF""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""ON""]}]",1,"[""test_task57""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,kitchen,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""OFF""]}, {""id"": 157, ""states"": [""OFF""]}, {""id"": 302, ""states"": [""ON""]}]",1,"[""test_task55""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,kitchen,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""OFF""]}]",1,"[""test_task50""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,livingroom,"[{""id"": 48, ""states"": [""OFF""]}, {""id"": 97, ""states"": [""OFF""]}, {""id"": 157, ""states"": [""OFF""]}, {""id"": 302, ""states"": [""ON""]}]",1,"[""test_task63""]",1,6,6.0,6.0,6.0,6,6,,0.0
