task_type,split,task_id,task_name,template,operation,object,destination,scene,initial_room,initial_states,goal_states,goal_count,required_state_changes,reference_length,reference_actions,initially_complete_proxy
state_change_task,test,test_task112,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",5,4,8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]",False
state_change_task,test,test_task113,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",5,2,4,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)""]",False
state_change_task,test,test_task114,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,3,kitchen,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",5,3,6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]",False
state_change_task,test,test_task115,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",5,3,6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)""]",False
state_change_task,test,test_task116,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",5,4,8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]",False
state_change_task,test,test_task117,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",5,3,6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)""]",False
state_change_task,test,test_task118,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",5,4,8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]",False
state_change_task,test,test_task119,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",5,4,8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)""]",False
state_change_task,test,test_task120,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",5,5,10,"[""[WALK] <lightswitch> (58)"", ""[SWITCHON] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHON] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHON] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHON] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHON] <lightswitch> (402)""]",False
state_change_task,test,test_task121,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,5,10,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task122,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,4,8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)""]",False
state_change_task,test,test_task123,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,4,8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task124,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,3,6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)""]",False
state_change_task,test,test_task125,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,4,8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task126,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,3,6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)""]",False
state_change_task,test,test_task127,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,3,6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task128,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,2,4,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)""]",False
state_change_task,test,test_task129,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,4,8,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task130,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,3,6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)""]",False
state_change_task,test,test_task131,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,3,6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task132,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,2,4,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)""]",False
state_change_task,test,test_task133,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,3,6,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task134,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bedroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,2,4,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)""]",False
state_change_task,test,test_task135,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bedroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,2,4,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task136,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,1,2,"[""[WALK] <lightswitch> (58)"", ""[SWITCHOFF] <lightswitch> (58)""]",False
state_change_task,test,test_task137,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,4,8,"[""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task138,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,3,6,"[""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)""]",False
state_change_task,test,test_task139,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,kitchen,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,3,6,"[""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task140,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,2,4,"[""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (278)"", ""[SWITCHOFF] <lightswitch> (278)""]",False
state_change_task,test,test_task141,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,3,6,"[""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task142,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,2,4,"[""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (344)"", ""[SWITCHOFF] <lightswitch> (344)""]",False
state_change_task,test,test_task143,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,bathroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,2,4,"[""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)"", ""[WALK] <lightswitch> (402)"", ""[SWITCHOFF] <lightswitch> (402)""]",False
state_change_task,test,test_task144,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,3,kitchen,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]","[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",5,1,2,"[""[WALK] <lightswitch> (239)"", ""[SWITCHOFF] <lightswitch> (239)""]",False
