task_type,method,prompt,model_claimed,precheck,dimension,value,n,success_n,SR,mean_executed
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,scene,6,40,30,0.75,4.425
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,scene,7,36,23,0.6388888888888888,5.166666666666667
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,lightswitches,256,194,0.7578125,5.03515625
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,tvs,24,24,1,1.7916666666666667
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,tablelamps,20,9,0.45,1.45
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,computers,12,10,0.8333333333333334,2.25
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,,312,237,0.7596153846153846,4.448717948717949
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,goal_count,4,192,143,0.7447916666666666,4.723958333333333
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,goal_count,2,48,40,0.8333333333333334,1.8125
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,goal_count,5,64,51,0.796875,5.96875
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,goal_count,3,8,3,0.375,1.5
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,required_state_changes,0,27,23,0.8518518518518519,0
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,required_state_changes,1,85,63,0.7411764705882353,2.2823529411764705
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,required_state_changes,2,107,73,0.6822429906542056,4.728971962616822
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,required_state_changes,3,69,57,0.8260869565217391,7.072463768115942
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,required_state_changes,4,22,19,0.8636363636363636,8.272727272727273
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,required_state_changes,5,2,2,1,9
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,0,27,23,0.8518518518518519,0
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,2,85,63,0.7411764705882353,2.2823529411764705
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,4,107,73,0.6822429906542056,4.728971962616822
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,6,69,57,0.8260869565217391,7.072463768115942
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,8,22,19,0.8636363636363636,8.272727272727273
state_change_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,10,2,2,1,9
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Turn on all lightswitches,128,122,0.953125,4.421875
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Turn on all tvs,12,12,1,1.8333333333333333
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Turn off all lightswitches,128,59,0.4609375,6.9609375
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Turn off all tablelamps,20,9,0.45,2.4
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Turn off all computers,12,7,0.5833333333333334,2.25
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Turn off all tvs,12,8,0.6666666666666666,2.5833333333333335
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,1,48,33,0.6875,4.145833333333333
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,2,40,26,0.65,4.075
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,3,72,54,0.75,6.305555555555555
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,4,32,22,0.6875,5.28125
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,5,44,25,0.5681818181818182,5.090909090909091
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,6,40,31,0.775,4.825
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,7,36,26,0.7222222222222222,5.083333333333333
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,lightswitches,256,181,0.70703125,5.69140625
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,tvs,24,20,0.8333333333333334,2.2083333333333335
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,tablelamps,20,9,0.45,2.4
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,computers,12,7,0.5833333333333334,2.25
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,,312,217,0.6955128205128205,5.080128205128205
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,goal_count,4,192,130,0.6770833333333334,5.34375
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,goal_count,2,48,33,0.6875,2.1875
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,goal_count,5,64,51,0.796875,6.734375
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,goal_count,3,8,3,0.375,2.875
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,required_state_changes,0,27,23,0.8518518518518519,0
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,required_state_changes,1,85,49,0.5764705882352941,2.5176470588235293
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,required_state_changes,2,107,70,0.6542056074766355,5.4672897196261685
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,required_state_changes,3,69,53,0.7681159420289855,8.18840579710145
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,required_state_changes,4,22,21,0.9545454545454546,8.727272727272727
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,required_state_changes,5,2,1,0.5,14.5
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,0,27,23,0.8518518518518519,0
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,2,85,49,0.5764705882352941,2.5176470588235293
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,4,107,70,0.6542056074766355,5.4672897196261685
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,6,69,53,0.7681159420289855,8.18840579710145
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,8,22,21,0.9545454545454546,8.727272727272727
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,10,2,1,0.5,14.5
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Turn on all lightswitches,128,106,0.828125,3.5546875
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Turn on all tvs,12,9,0.75,1.4166666666666667
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Turn off all lightswitches,128,127,0.9921875,4.25
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Turn off all tablelamps,20,9,0.45,1.25
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Turn off all computers,12,10,0.8333333333333334,2
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Turn off all tvs,12,11,0.9166666666666666,1.6666666666666667
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,1,48,40,0.8333333333333334,2.7291666666666665
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,2,40,34,0.85,3.45
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,3,72,56,0.7777777777777778,4.222222222222222
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,4,32,30,0.9375,3.8125
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,5,44,39,0.8863636363636364,3.1136363636363638
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,6,40,39,0.975,3.225
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,7,36,34,0.9444444444444444,3.4444444444444446
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,lightswitches,256,233,0.91015625,3.90234375
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,tvs,24,20,0.8333333333333334,1.5416666666666667
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,tablelamps,20,9,0.45,1.25
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,computers,12,10,0.8333333333333334,2
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,,312,272,0.8717948717948718,3.4775641025641026
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,goal_count,4,192,182,0.9479166666666666,3.6822916666666665
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,goal_count,2,48,34,0.7083333333333334,1.5416666666666667
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,goal_count,5,64,51,0.796875,4.5625
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,goal_count,3,8,5,0.625,1.5
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,required_state_changes,0,27,27,1,0
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,required_state_changes,1,85,68,0.8,1.7647058823529411
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,required_state_changes,2,107,93,0.8691588785046729,3.5046728971962615
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,required_state_changes,3,69,63,0.9130434782608695,5.550724637681159
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,required_state_changes,4,22,20,0.9090909090909091,7.318181818181818
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,required_state_changes,5,2,1,0.5,8
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,0,27,27,1,0
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,2,85,68,0.8,1.7647058823529411
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,4,107,93,0.8691588785046729,3.5046728971962615
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,6,69,63,0.9130434782608695,5.550724637681159
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,8,22,20,0.9090909090909091,7.318181818181818
state_change_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,10,2,1,0.5,8
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all cupcakes on the kitchencounter,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all bananas on the kitchencounter,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all bellpeppers on the kitchentable,1,0,0,13
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all bellpeppers on the kitchencounter,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all chips on the kitchentable,3,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all apples on the kitchencounter,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all peaches on the kitchentable,4,0,0,19.5
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all peaches on the kitchencounter,1,0,0,9
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all plums on the kitchencounter,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all cupcakes in the microwave,10,0,0,18
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all bananas in the fridge,6,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all bananas in the microwave,6,0,0,13.833333333333334
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all bellpeppers in the fridge,2,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all peaches in the fridge,6,0,0,0
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all peaches in the microwave,8,0,0,12
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all plums in the fridge,6,0,0,0
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all plums in the microwave,8,0,0,13.625
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all creamybuns on the kitchentable,2,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all creamybuns in the fridge,2,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all creamybuns in the microwave,4,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all chips in the microwave,4,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all milks on the coffeetable,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all bananas on the oventray,1,0,0,17
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all bananas on the coffeetable,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all cupcakes on the coffeetable,2,0,0,13
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all juices in the fridge,2,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all milks in the microwave,4,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all crackers on the kitchentable,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all plums in the fryingpan,1,0,0,13
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all crackers in the fridge,2,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all crackers in the microwave,2,0,0,15
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all cupcakes on the desk,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all bananas on the desk,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all milks on the kitchencounter,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all milks on the cuttingboard,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all milks on the desk,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all alcohols on the kitchentable,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,task_name,Put all alcohols in the microwave,2,0,0,16
placement_task,baseline/gpt-4o,baseline,gpt-4o,,scene,1,25,0,0,13.52
placement_task,baseline/gpt-4o,baseline,gpt-4o,,scene,2,17,0,0,12.941176470588236
placement_task,baseline/gpt-4o,baseline,gpt-4o,,scene,3,14,0,0,19.285714285714285
placement_task,baseline/gpt-4o,baseline,gpt-4o,,scene,4,18,0,0,13.61111111111111
placement_task,baseline/gpt-4o,baseline,gpt-4o,,scene,5,8,0,0,17.375
placement_task,baseline/gpt-4o,baseline,gpt-4o,,scene,6,5,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,scene,7,16,0,0,17.125
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,cupcakes,14,0,0,17.571428571428573
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,bananas,16,0,0,17.5
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,bellpeppers,4,0,0,18.25
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,chips,7,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,apples,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,peaches,19,0,0,9.631578947368421
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,plums,16,0,0,8.875
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,creamybuns,8,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,milks,8,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,juices,2,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,crackers,5,0,0,18
placement_task,baseline/gpt-4o,baseline,gpt-4o,,object,alcohols,3,0,0,17.333333333333332
placement_task,baseline/gpt-4o,baseline,gpt-4o,,destination,kitchencounter,7,0,0,18.428571428571427
placement_task,baseline/gpt-4o,baseline,gpt-4o,,destination,kitchentable,12,0,0,19.25
placement_task,baseline/gpt-4o,baseline,gpt-4o,,destination,microwave,48,0,0,16.041666666666668
placement_task,baseline/gpt-4o,baseline,gpt-4o,,destination,fridge,26,0,0,10.76923076923077
placement_task,baseline/gpt-4o,baseline,gpt-4o,,destination,coffeetable,4,0,0,16.5
placement_task,baseline/gpt-4o,baseline,gpt-4o,,destination,oventray,1,0,0,17
placement_task,baseline/gpt-4o,baseline,gpt-4o,,destination,fryingpan,1,0,0,13
placement_task,baseline/gpt-4o,baseline,gpt-4o,,destination,desk,3,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,destination,cuttingboard,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,goal_count,2,83,0,0,15.132530120481928
placement_task,baseline/gpt-4o,baseline,gpt-4o,,goal_count,3,13,0,0,15.692307692307692
placement_task,baseline/gpt-4o,baseline,gpt-4o,,goal_count,6,4,0,0,18.25
placement_task,baseline/gpt-4o,baseline,gpt-4o,,goal_count,4,3,0,0,17.666666666666668
placement_task,baseline/gpt-4o,baseline,gpt-4o,,required_state_changes,,103,0,0,15.398058252427184
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,8,53,0,0,15.339622641509434
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,12,6,0,0,15.666666666666666
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,24,2,0,0,16.5
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,0,2,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,9,30,0,0,15
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,13,5,0,0,14
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,25,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,4,2,0,0,13
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,16,1,0,0,20
placement_task,baseline/gpt-4o,baseline,gpt-4o,,reference_length,17,1,0,0,20
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all cupcakes on the kitchencounter,1,0,0,5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all bananas on the kitchencounter,1,0,0,9
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all bellpeppers on the kitchentable,1,0,0,12
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all bellpeppers on the kitchencounter,1,0,0,0
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all chips on the kitchentable,3,2,0.6666666666666666,6.333333333333333
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all apples on the kitchencounter,1,0,0,6
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all peaches on the kitchentable,4,3,0.75,7
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all peaches on the kitchencounter,1,1,1,7
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all plums on the kitchencounter,1,0,0,6
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all cupcakes in the microwave,10,5,0.5,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all bananas in the fridge,6,6,1,8.666666666666666
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all bananas in the microwave,6,0,0,6
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all bellpeppers in the fridge,2,1,0.5,20.5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all peaches in the fridge,6,3,0.5,9
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all peaches in the microwave,8,3,0.375,7.875
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all plums in the fridge,6,4,0.6666666666666666,7
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all plums in the microwave,8,5,0.625,7.5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all creamybuns on the kitchentable,2,0,0,4
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all creamybuns in the fridge,2,0,0,5.5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all creamybuns in the microwave,4,0,0,2.75
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all chips in the microwave,4,2,0.5,6.25
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all milks on the coffeetable,1,0,0,16
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all bananas on the oventray,1,0,0,2
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all bananas on the coffeetable,1,0,0,14
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all cupcakes on the coffeetable,2,1,0.5,4
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all juices in the fridge,2,2,1,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all milks in the microwave,4,4,1,8.5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all crackers on the kitchentable,1,0,0,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all plums in the fryingpan,1,0,0,5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all crackers in the fridge,2,0,0,4.5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all crackers in the microwave,2,1,0.5,6.5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all cupcakes on the desk,1,0,0,4
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all bananas on the desk,1,1,1,7
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all milks on the kitchencounter,1,0,0,0
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all milks on the cuttingboard,1,1,1,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all milks on the desk,1,1,1,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all alcohols on the kitchentable,1,1,1,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,task_name,Put all alcohols in the microwave,2,1,0.5,7.5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,scene,1,25,15,0.6,9.12
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,scene,2,17,5,0.29411764705882354,5.882352941176471
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,scene,3,14,6,0.42857142857142855,7.785714285714286
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,scene,4,18,5,0.2777777777777778,7.111111111111111
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,scene,5,8,3,0.375,6.125
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,scene,6,5,4,0.8,6.6
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,scene,7,16,10,0.625,6.4375
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,cupcakes,14,6,0.42857142857142855,6.928571428571429
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,bananas,16,7,0.4375,7.5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,bellpeppers,4,1,0.25,13.25
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,chips,7,4,0.5714285714285714,6.285714285714286
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,apples,1,0,0,6
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,peaches,19,10,0.5263157894736842,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,plums,16,9,0.5625,7.0625
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,creamybuns,8,0,0,3.75
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,milks,8,6,0.75,8.25
