run_id,kind,task_id,model,arm,repeat,step,execution_index,action,vh_success,was_regenerated,extracted_label,full_graph_label,symbolic_state_changed,full_graph_changed,before_graph,after_graph,goal_after,simulator_message
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,6,6,[OPEN] <kitchencounter> (238),True,False,true,true,True,True,graph_0019.json.gz,graph_0020.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,7,7,[WALK] <cupcake> (196),True,True,true,true,True,True,graph_0022.json.gz,graph_0023.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,8,8,[GRAB] <cupcake> (196),True,False,true,true,True,True,graph_0025.json.gz,graph_0026.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,9,9,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0028.json.gz,graph_0029.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,10,10,[PUT] <cupcake> (196) <kitchencounter> (238),True,False,true,true,True,True,graph_0031.json.gz,graph_0032.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,11,11,[WALK] <cupcake> (195),True,False,true,true,True,True,graph_0034.json.gz,graph_0035.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,12,12,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0037.json.gz,graph_0038.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,13,13,[GRAB] <cupcake> (195),True,True,false,false,True,True,graph_0040.json.gz,graph_0041.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,14,14,[WALK] <kitchencounter> (238),True,True,true,true,True,True,graph_0043.json.gz,graph_0044.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,15,15,[PUT] <cupcake> (195) <kitchencounter> (238),False,False,true,true,False,True,graph_0046.json.gz,graph_0047.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: EXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,1,1,[WALK] <cupcake> (195),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,2,2,[GRAB] <cupcake> (195),True,False,true,true,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,3,3,[WALK] <desk> (108),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,4,4,[PUT] <cupcake> (195) <desk> (108),True,False,true,true,True,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,5,5,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0016.json.gz,graph_0017.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,6,6,[OPEN] <kitchencounter> (238),True,False,true,true,True,True,graph_0019.json.gz,graph_0020.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,7,7,[WALK] <cupcake> (196),True,True,true,true,True,True,graph_0022.json.gz,graph_0023.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,8,8,[GRAB] <cupcake> (196),True,False,true,true,True,True,graph_0025.json.gz,graph_0026.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,9,9,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0028.json.gz,graph_0029.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,10,10,[PUT] <cupcake> (196) <kitchencounter> (238),True,False,true,true,True,True,graph_0031.json.gz,graph_0032.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,11,11,[WALK] <cupcake> (195),True,False,true,true,True,True,graph_0034.json.gz,graph_0035.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,12,12,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0037.json.gz,graph_0038.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,13,13,[GRAB] <cupcake> (195),True,True,false,false,True,True,graph_0040.json.gz,graph_0041.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,14,14,[WALK] <kitchencounter> (238),True,True,true,true,True,True,graph_0043.json.gz,graph_0044.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,15,15,[PUT] <cupcake> (195) <kitchencounter> (238),False,False,true,true,False,True,graph_0046.json.gz,graph_0047.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: EXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_none_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,R_none,0,1,1,[WALK] Bedroom (73),False,False,true,true,False,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: PROCESS WALK: Can not select object: . REASON: Unknown\nEXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_none_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,R_none,1,1,1,[WALK] Bedroom (73),False,False,true,true,False,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: PROCESS WALK: Can not select object: . REASON: Unknown\nEXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_none_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,R_none,2,1,1,[WALK] Bedroom (73),False,False,true,true,False,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: PROCESS WALK: Can not select object: . REASON: Unknown\nEXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_none,0,1,1,[WALK] kitchencounter (238),False,False,true,true,False,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: PROCESS WALK: Can not select object: . REASON: Unknown\nEXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_none,1,1,1,[WALK] kitchen (205),False,False,true,true,False,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: PROCESS WALK: Can not select object: . REASON: Unknown\nEXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_none,2,1,1,[WALK] kitchen (205),False,False,true,true,False,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: PROCESS WALK: Can not select object: . REASON: Unknown\nEXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,R_random,0,1,1,[WALK] <bedroom> (73),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,R_random,0,2,2,[GRAB] <cupcake> (195),True,False,false,false,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,R_random,0,3,3,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,R_random,0,4,4,[PUT] <cupcake> (195) <kitchencounter> (238),False,False,true,true,False,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: EXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,R_random,1,1,1,[WALK] <bedroom> (73),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,R_random,1,2,2,[GRAB] <cupcake> (195),True,False,false,false,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,R_random,1,3,3,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,R_random,1,4,4,[PUT] <cupcake> (195) <kitchencounter> (238),False,False,true,true,False,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: EXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,R_random,2,1,1,[WALK] <bedroom> (73),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,R_random,2,2,2,[GRAB] <cupcake> (195),True,False,false,false,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,R_random,2,3,3,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,R_random,2,4,4,[PUT] <cupcake> (195) <kitchencounter> (238),False,False,true,true,False,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""ScriptExcutor 0: EXECUTION_GENERAL: Script is impossible to execute\n\n""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,0,1,1,[WALK] <desk> (108),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,0,2,2,[GRAB] <cupcake> (195),True,False,true,true,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,0,3,3,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,0,4,4,[PUT] <cupcake> (195) <kitchencounter> (238),True,False,true,true,True,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,0,5,5,[WALK] <cupcake> (196),True,False,true,true,True,True,graph_0016.json.gz,graph_0017.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,0,6,6,[GRAB] <cupcake> (196),True,False,true,true,True,True,graph_0019.json.gz,graph_0020.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,0,7,7,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0022.json.gz,graph_0023.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,0,8,8,[PUT] <cupcake> (196) <kitchencounter> (238),True,False,true,true,True,True,graph_0025.json.gz,graph_0026.json.gz,True,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,1,1,1,[WALK] <bedroom> (73),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,1,2,2,[GRAB] <cupcake> (195),True,False,false,false,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,1,3,3,[WALK] <desk> (108),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,1,4,4,[GRAB] <cupcake> (196),True,False,true,true,True,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,1,5,5,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0016.json.gz,graph_0017.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,1,6,6,[PUT] <cupcake> (195) <kitchencounter> (238),True,False,true,true,True,True,graph_0019.json.gz,graph_0020.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,1,7,7,[PUT] <cupcake> (196) <kitchencounter> (238),True,False,true,true,True,True,graph_0022.json.gz,graph_0023.json.gz,True,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,2,1,1,[WALK] <desk> (108),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,2,2,2,[GRAB] <cupcake> (195),True,True,true,true,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,2,3,3,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,2,4,4,[PUT] <cupcake> (195) <kitchencounter> (238),True,False,true,true,True,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,2,5,5,[WALK] <cupcake> (196),True,False,true,true,True,True,graph_0016.json.gz,graph_0017.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,2,6,6,[GRAB] <cupcake> (196),True,False,true,true,True,True,graph_0019.json.gz,graph_0020.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,2,7,7,[WALK] <kitchencounter> (238),True,False,true,true,True,True,graph_0022.json.gz,graph_0023.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,R_random,2,8,8,[PUT] <cupcake> (196) <kitchencounter> (238),True,False,true,true,True,True,graph_0025.json.gz,graph_0026.json.gz,True,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,0,1,1,[WALK] <kitchen> (11),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,0,2,2,[OPEN] <fridge> (103),True,False,false,false,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,0,3,3,[WALK] <plum> (53),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,0,4,4,[GRAB] <plum> (53),True,False,true,true,True,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,0,5,5,[PUTIN] <plum> (53) <fridge> (103),True,False,false,false,True,True,graph_0016.json.gz,graph_0017.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,0,6,6,[WALK] <plum> (54),True,False,true,true,True,True,graph_0019.json.gz,graph_0020.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,0,7,7,[GRAB] <plum> (54),True,False,true,true,True,True,graph_0022.json.gz,graph_0023.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,0,8,8,[PUTIN] <plum> (54) <fridge> (103),True,False,false,false,True,True,graph_0025.json.gz,graph_0026.json.gz,True,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,1,1,1,[WALK] <kitchen> (11),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,1,2,2,[OPEN] <fridge> (103),True,False,false,false,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,1,3,3,[WALK] <plum> (53),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,1,4,4,[GRAB] <plum> (53),True,False,true,true,True,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,1,5,5,[PUTIN] <plum> (53) <fridge> (103),True,False,false,false,True,True,graph_0016.json.gz,graph_0017.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,1,6,6,[WALK] <plum> (54),True,False,true,true,True,True,graph_0019.json.gz,graph_0020.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,1,7,7,[GRAB] <plum> (54),True,False,true,true,True,True,graph_0022.json.gz,graph_0023.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,1,8,8,[PUTIN] <plum> (54) <fridge> (103),True,False,false,false,True,True,graph_0025.json.gz,graph_0026.json.gz,True,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,2,1,1,[WALK] <kitchen> (11),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,2,2,2,[OPEN] <fridge> (103),True,False,false,false,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,2,3,3,[WALK] <kitchencounter> (92),True,False,true,true,True,True,graph_0010.json.gz,graph_0011.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,2,4,4,[GRAB] <plum> (53),True,False,true,true,True,True,graph_0013.json.gz,graph_0014.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,2,5,5,[PUTIN] <plum> (53) <fridge> (103),True,False,false,false,True,True,graph_0016.json.gz,graph_0017.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,2,6,6,[WALK] <plum> (54),True,False,true,true,True,True,graph_0019.json.gz,graph_0020.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,2,7,7,[GRAB] <plum> (54),True,False,true,true,True,True,graph_0022.json.gz,graph_0023.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task65,gpt-4o-2024-08-06,C0_no_precheck,2,8,8,[PUTIN] <plum> (54) <fridge> (103),True,False,false,false,True,True,graph_0025.json.gz,graph_0026.json.gz,True,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task65,gpt-4o-mini-2024-07-18,C0_no_precheck,0,1,1,[WALK] <kitchencounter> (92),True,False,true,true,True,True,graph_0004.json.gz,graph_0005.json.gz,False,"{""0"": {""message"": ""Success""}}"
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task65,gpt-4o-mini-2024-07-18,C0_no_precheck,0,2,2,[GRAB] <plum> (53),True,False,true,true,True,True,graph_0007.json.gz,graph_0008.json.gz,False,"{""0"": {""message"": ""Success""}}"
