run_id,kind,task_id,model,arm,repeat,reference_success,outcome,success,final_goal,reference_length,saved_successful_actions,execution_attempts,failed_execution_attempts,api_calls,prior_incomplete_attempt_calls,input_tokens,output_tokens,estimated_usd,seconds
placement_task_test_task65_R_random_gpt-4o-mini-2024-07-18_r2,placement_task,test_task65,gpt-4o-mini-2024-07-18,R_random,2,True,Erroneous Terminate,False,False,9,3,3,0,12,0,3697,82,0.00060375,16.002397313000984
state_change_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.8679212140050367
state_change_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.7556496020042687
state_change_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.5406564609947964
state_change_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,3.7306228919987916
state_change_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.831078150004032
state_change_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,3.1115937540016603
state_change_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.6061142230028054
state_change_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.7401297629985493
state_change_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.8181720489956206
state_change_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,3.1472583360009594
state_change_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.5269925630054786
state_change_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.6858514720006497
state_change_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,3.5113797900048667
state_change_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.563387371999852
state_change_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.577610137996089
state_change_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.681070924998494
state_change_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.5056877429960878
state_change_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.8939915590017335
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,C2_symbolic_precheck,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.907658147996699
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,C2_symbolic_precheck,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.7732523860031506
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,C2_symbolic_precheck,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.722097515994392
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.903543387001264
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.5000964460050454
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.5775911349992384
state_change_task_test_task1_C3_execution_feedback_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,C3_execution_feedback,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.8011636750015896
state_change_task_test_task1_C3_execution_feedback_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,C3_execution_feedback,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,3.6836371059980593
state_change_task_test_task1_C3_execution_feedback_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,C3_execution_feedback,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.7528157999986433
state_change_task_test_task1_C3_execution_feedback_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C3_execution_feedback,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.5984614650005824
state_change_task_test_task1_C3_execution_feedback_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C3_execution_feedback,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.51400709200243
state_change_task_test_task1_C3_execution_feedback_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C3_execution_feedback,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.52888023199921
state_change_task_test_task1_C4_budgeted_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,C4_budgeted,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.8904231560009066
state_change_task_test_task1_C4_budgeted_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,C4_budgeted,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,3.107039950999024
state_change_task_test_task1_C4_budgeted_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,C4_budgeted,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.942082248002407
state_change_task_test_task1_C4_budgeted_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C4_budgeted,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.8255156919985893
state_change_task_test_task1_C4_budgeted_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C4_budgeted,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.676723590004258
state_change_task_test_task1_C4_budgeted_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C4_budgeted,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.5106823299938696
state_change_task_test_task1_C5_full_graph_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,C5_full_graph,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.740950158004125
state_change_task_test_task1_C5_full_graph_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,C5_full_graph,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,3.4289741050015436
state_change_task_test_task1_C5_full_graph_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,C5_full_graph,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.510769729000458
state_change_task_test_task1_C5_full_graph_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C5_full_graph,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,3.2696886630001245
state_change_task_test_task1_C5_full_graph_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C5_full_graph,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.574560996996297
state_change_task_test_task1_C5_full_graph_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,C5_full_graph,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.5062244520013337
state_change_task_test_task1_R_fixed_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,R_fixed,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.9861159900028724
state_change_task_test_task1_R_fixed_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,R_fixed,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.7891272039996693
state_change_task_test_task1_R_fixed_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,R_fixed,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.622291238003527
state_change_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.8293083230018965
state_change_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.4633558100031223
state_change_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,R_fixed,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.4808793810007046
state_change_task_test_task1_R_none_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,R_none,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.7849379949984723
state_change_task_test_task1_R_none_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,R_none,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.6905637469972135
state_change_task_test_task1_R_none_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,R_none,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.623142458003713
state_change_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,R_none,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,3.171073849996901
state_change_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,R_none,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.480631178994372
state_change_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,R_none,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.4643788960020174
state_change_task_test_task1_R_random_gpt-4o-2024-08-06_r0,state_change_task,test_task1,gpt-4o-2024-08-06,R_random,0,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.7085175339962007
state_change_task_test_task1_R_random_gpt-4o-2024-08-06_r1,state_change_task,test_task1,gpt-4o-2024-08-06,R_random,1,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.56753534800373
state_change_task_test_task1_R_random_gpt-4o-2024-08-06_r2,state_change_task,test_task1,gpt-4o-2024-08-06,R_random,2,True,Success,True,True,0,0,0,0,1,0,144,1,0.00037,2.5639654799961136
state_change_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task1,gpt-4o-mini-2024-07-18,R_random,0,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.7278947480008355
state_change_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task1,gpt-4o-mini-2024-07-18,R_random,1,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.440523135002877
state_change_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task1,gpt-4o-mini-2024-07-18,R_random,2,True,Success,True,True,0,0,0,0,1,0,144,1,2.22e-05,2.640744509000797
state_change_task_test_task6_C0_no_precheck_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,C0_no_precheck,0,True,Success,True,True,4,6,6,0,13,0,3732,76,0.01009,19.37734580200049
state_change_task_test_task6_C0_no_precheck_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,C0_no_precheck,1,True,Success,True,True,4,5,5,0,11,0,3091,63,0.0083575,18.108545919996686
state_change_task_test_task6_C0_no_precheck_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,C0_no_precheck,2,True,Success,True,True,4,4,4,0,9,0,2466,51,0.006675,13.423291402999894
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C0_no_precheck,0,True,Success,True,True,4,6,6,0,13,0,3732,76,0.0006054,19.712420231997385
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C0_no_precheck,1,True,Success,True,True,4,5,5,0,11,0,3091,63,0.00050145,19.58723683500284
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C0_no_precheck,2,True,Success,True,True,4,5,5,0,11,0,3091,63,0.00050145,16.867226941001718
state_change_task_test_task6_C1_budgeted_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,C1_budgeted,0,True,Success,True,True,4,4,4,0,21,0,5972,302,0.01795,24.66244408700004
state_change_task_test_task6_C1_budgeted_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,C1_budgeted,1,True,Success,True,True,4,4,4,0,21,0,5995,325,0.0182375,25.484851542001707
state_change_task_test_task6_C1_budgeted_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,C1_budgeted,2,True,Success,True,True,4,4,4,0,21,0,5986,316,0.018125,23.928570946001855
state_change_task_test_task6_C1_budgeted_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C1_budgeted,0,True,Success,True,True,4,4,4,0,21,0,5982,288,0.0010701,24.50392250400182
state_change_task_test_task6_C1_budgeted_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C1_budgeted,1,True,Erroneous Terminate,False,False,4,3,3,0,16,0,4533,284,0.0008503499999999999,19.522895800000697
state_change_task_test_task6_C1_budgeted_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C1_budgeted,2,True,Erroneous Terminate,False,False,4,3,3,0,16,0,4475,226,0.00080685,18.44794817300135
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,C1_llm_precheck,0,True,Success,True,True,4,5,5,0,18,0,4663,91,0.0125675,22.07739048700023
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,C1_llm_precheck,1,True,Success,True,True,4,5,5,0,16,0,3859,68,0.0103275,24.76544223399833
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,C1_llm_precheck,2,True,Success,True,True,4,5,5,0,18,0,4662,90,0.012555,19.98371060300269
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,True,Success,True,True,4,5,5,0,18,0,4662,90,0.0007532999999999999,21.575114497005416
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C1_llm_precheck,1,True,Success,True,True,4,4,4,0,15,0,3856,91,0.000633,19.342597016999207
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C1_llm_precheck,2,True,Success,True,True,4,4,4,0,15,0,3849,84,0.00062775,18.167073187003552
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,C2_symbolic_precheck,0,True,Success,True,True,4,5,5,0,11,0,3091,63,0.0083575,16.955411226997967
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,C2_symbolic_precheck,1,True,Success,True,True,4,4,4,0,9,0,2466,51,0.006675,13.587563152999792
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,C2_symbolic_precheck,2,True,Success,True,True,4,5,5,0,12,0,3675,75,0.0099375,16.690732786999433
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,0,True,Erroneous Terminate,False,False,4,3,3,0,7,0,1873,38,0.00030375,11.069390024000313
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,1,True,Erroneous Terminate,False,False,4,3,3,0,7,0,1873,38,0.00030375,11.449700375000248
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,2,True,Success,True,True,4,5,5,0,12,0,3675,75,0.00059625,17.727078805997735
state_change_task_test_task6_C3_execution_feedback_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,C3_execution_feedback,0,True,Success,True,True,4,4,4,0,9,0,2466,51,0.006675,14.974981710001884
state_change_task_test_task6_C3_execution_feedback_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,C3_execution_feedback,1,True,Success,True,True,4,4,4,0,9,0,2466,51,0.006675,15.414505628003099
state_change_task_test_task6_C3_execution_feedback_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,C3_execution_feedback,2,True,Success,True,True,4,6,6,0,13,0,3732,76,0.01009,17.439748950004287
state_change_task_test_task6_C3_execution_feedback_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C3_execution_feedback,0,True,Success,True,True,4,6,6,0,13,0,3732,76,0.0006054,20.672904063001624
state_change_task_test_task6_C3_execution_feedback_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C3_execution_feedback,1,True,Success,True,True,4,5,5,0,11,0,3091,63,0.00050145,17.33758423400286
state_change_task_test_task6_C3_execution_feedback_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C3_execution_feedback,2,True,Erroneous Terminate,False,False,4,3,3,0,7,0,1873,38,0.00030375,11.196963795002375
state_change_task_test_task6_C4_budgeted_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,C4_budgeted,0,True,Success,True,True,4,4,4,0,21,0,6212,394,0.01947,25.47800367000309
state_change_task_test_task6_C4_budgeted_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,C4_budgeted,1,True,Success,True,True,4,4,4,0,21,0,6228,410,0.01967,26.002085189000354
state_change_task_test_task6_C4_budgeted_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,C4_budgeted,2,True,Success,True,True,4,4,4,0,21,0,6184,366,0.019119999999999998,24.308140185996308
state_change_task_test_task6_C4_budgeted_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C4_budgeted,0,True,Success,True,True,4,6,6,0,31,0,9550,623,0.0018062999999999998,39.204313551003
state_change_task_test_task6_C4_budgeted_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C4_budgeted,1,True,Success,True,True,4,4,4,0,21,0,6182,364,0.0011457,25.958360803000687
state_change_task_test_task6_C4_budgeted_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C4_budgeted,2,True,Success,True,True,4,6,6,0,31,0,9516,589,0.0017808,35.710168908000924
state_change_task_test_task6_C5_full_graph_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,C5_full_graph,0,True,Success,True,True,4,5,5,0,12,0,3675,75,0.0099375,17.49099769500026
state_change_task_test_task6_C5_full_graph_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,C5_full_graph,1,True,Success,True,True,4,4,4,0,9,0,2466,51,0.006675,14.877083771003527
state_change_task_test_task6_C5_full_graph_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,C5_full_graph,2,True,Success,True,True,4,5,5,0,12,0,3675,75,0.0099375,18.537558618998446
state_change_task_test_task6_C5_full_graph_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C5_full_graph,0,True,Erroneous Terminate,False,False,4,3,3,0,7,0,1873,38,0.00030375,11.303335418997449
state_change_task_test_task6_C5_full_graph_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C5_full_graph,1,True,Success,True,True,4,5,5,0,12,0,3675,75,0.00059625,18.815852447994985
state_change_task_test_task6_C5_full_graph_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,C5_full_graph,2,True,Success,True,True,4,5,5,0,12,0,3675,75,0.00059625,17.530111719999695
state_change_task_test_task6_R_fixed_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,R_fixed,0,True,Success,True,True,4,5,5,0,20,0,5332,113,0.01446,23.47324529800244
state_change_task_test_task6_R_fixed_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,R_fixed,1,True,Success,True,True,4,5,5,0,20,0,5274,114,0.014325,23.600216754995927
state_change_task_test_task6_R_fixed_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,R_fixed,2,True,Success,True,True,4,5,5,0,20,0,5332,113,0.01446,21.571797782999056
state_change_task_test_task6_R_fixed_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,R_fixed,0,True,Erroneous Terminate,False,False,4,3,3,0,10,0,2324,41,0.0003732,12.976543684999342
state_change_task_test_task6_R_fixed_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,R_fixed,1,True,Success,True,True,4,6,6,0,25,0,7015,161,0.0011488499999999999,30.943976741997176
state_change_task_test_task6_R_fixed_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,R_fixed,2,True,Success,True,True,4,6,6,0,23,0,6219,140,0.00101685,26.875193031999515
state_change_task_test_task6_R_none_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,R_none,0,True,Execution Failure,False,False,4,0,1,1,3,0,575,11,0.0015475,5.795159335997596
state_change_task_test_task6_R_none_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,R_none,1,True,Execution Failure,False,False,4,0,1,1,3,0,575,11,0.0015475,4.791726559000381
state_change_task_test_task6_R_none_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,R_none,2,True,Execution Failure,False,False,4,0,1,1,3,0,575,11,0.0015475,4.308734956997796
state_change_task_test_task6_R_none_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,R_none,0,True,Execution Failure,False,False,4,0,1,1,5,0,1146,30,0.00018989999999999998,6.177966827999626
state_change_task_test_task6_R_none_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,R_none,1,True,Execution Failure,False,False,4,0,1,1,5,0,1146,30,0.00018989999999999998,5.995590366997931
state_change_task_test_task6_R_none_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,R_none,2,True,Execution Failure,False,False,4,0,1,1,5,0,1146,30,0.00018989999999999998,5.3948062479976215
state_change_task_test_task6_R_random_gpt-4o-2024-08-06_r0,state_change_task,test_task6,gpt-4o-2024-08-06,R_random,0,True,Success,True,True,4,5,5,0,16,0,3684,68,0.00989,20.917478768002184
state_change_task_test_task6_R_random_gpt-4o-2024-08-06_r1,state_change_task,test_task6,gpt-4o-2024-08-06,R_random,1,True,Success,True,True,4,6,6,0,25,0,6590,161,0.018085,29.90005241199833
state_change_task_test_task6_R_random_gpt-4o-2024-08-06_r2,state_change_task,test_task6,gpt-4o-2024-08-06,R_random,2,True,Success,True,True,4,5,5,0,18,0,4663,91,0.0125675,20.98473970199848
state_change_task_test_task6_R_random_gpt-4o-mini-2024-07-18_r0,state_change_task,test_task6,gpt-4o-mini-2024-07-18,R_random,0,True,Success,True,True,4,4,4,0,15,0,3681,91,0.00060675,19.67550073500024
state_change_task_test_task6_R_random_gpt-4o-mini-2024-07-18_r1,state_change_task,test_task6,gpt-4o-mini-2024-07-18,R_random,1,True,Execution Failure,False,False,4,2,3,1,11,0,2834,69,0.0004665,14.31363969999802
state_change_task_test_task6_R_random_gpt-4o-mini-2024-07-18_r2,state_change_task,test_task6,gpt-4o-mini-2024-07-18,R_random,2,True,Success,True,True,4,4,4,0,15,0,3849,84,0.00062775,18.909163281001383
